name,rotation,x,y,score,type
sku_large_gear_vessel,0.03,249.87744103922927,-148.21344689984107,0.75,PT
sku_medium_gear_vessel,0.04,235.82068599051541,-2.9603113964643626,0.81,PT
sku_kit_m2l1_vessel,0.7853981633974483,727.8071126955009,95.43697394453278,0.97,KT
sku_kit_m2l1_vessel,-0.7853981633974483,488.8422768673652,39.209953749677254,0.88,KT
sku_small_gear_vessel,0.0,432.61525667250964,-293.46658240321767,0.95,PT
sku_large_gear_vessel,1.5707963267948966,188.96483582813585,-326.26567751688344,1.0,PT
sku_large_gear_vessel,1.5707963267948966,306.1044612340848,-321.5800925006455,0.77,PT
sku_kit_s2l2_vessel,-0.01,723.121527679263,-373.12152767926295,0.98,KT
sku_kit_s2l2_vessel,0.01,713.750357646787,-166.95578696479288,0.97,KT
sku_part_medium_gear,0.0,275.1777126275397,-33.32693110144089,100.0,P
sku_part_medium_gear,0.0,277.88710665472206,35.600574212391734,100.0,P
sku_part_large_gear,0.0,750.0880473706891,128.26794179502417,100.0,P
sku_part_medium_gear,0.0,195.5227673514944,36.95684414212843,100.0,P
sku_part_medium_gear,0.0,195.5227673514944,-38.0125161176789,100.0,P
sku_part_large_gear,0.0,190.28334509826988,-148.21344689984107,100.0,P
sku_part_small_gear,0.0,404.8447490159074,-313.07429315096095,100.0,P
sku_part_large_gear,0.0,309.6099962894353,-374.1631183309038,100.0,P
sku_part_small_gear,0.0,465.75735422700086,-308.388708134723,100.0,P
sku_part_large_gear,0.0,299.43639356420914,-260.28043252454177,100.0,P
sku_part_small_gear,0.0,461.0717692107629,-270.90402800481934,100.0,P
sku_part_large_gear,0.0,302.9765434468714,-147.09948076128597,100.0,P
sku_part_small_gear,0.0,400.15916399966943,-266.2184429885814,100.0,P
sku_part_large_gear,0.0,660.0330529576438,-195.4943779765045,100.0,P
