name,rotation,x,y,score,type
sku_part_small_gear,0.0,692.9267605633802,-626.7708761032867,0.96,P
sku_small_gear_vessel,0.0,721.1267605633802,-597.4908761032867,0.95,PT
sku_large_gear_vessel,1.5707963267948966,728.5101499287127,-1000.3156080597797,1.0,PT
sku_large_gear_vessel,1.5707963267948966,713.7066794588297,-147.470189774971,0.77,PT
sku_kit_s2l2_vessel,1.5707963267948966,708.2134738657788,-400.1576470553139,0.98,KT
sku_kit_s2l2_vessel,-1.5707963267948966,719.6104160995521,-779.0687543668237,0.97,KT
sku_part_small_gear,0.0,694.6267605633802,-570.9908761032867,100.0,P
sku_part_large_gear,0.0,713.7066794588297,-88.47018977497112,100.0,P
sku_part_large_gear,0.0,713.7066794588299,-206.470189774971,100.0,P
sku_part_small_gear,0.0,747.6267605633802,-623.9908761032867,100.0,P
sku_part_small_gear,0.0,747.6267605633802,-570.9908761032867,100.0,P
sku_part_large_gear,0.0,722.6416053277737,-1059.0010540691692,100.0,P
sku_part_large_gear,0.0,728.5101499287127,-941.3156080597795,100.0,P
