name,rotation,x,y,score,type
sku_small_gear_vessel,0.0,581.3975751424845,-198.4535705999117,0.95,PT
sku_large_gear_vessel,1.5707963267948966,752.8405634483056,290.15894607167866,1.0,PT
sku_large_gear_vessel,1.5707963267948966,571.5614763701977,34.41565277798668,0.77,PT
sku_kit_s2l2_vessel,-1.5707963267948966,748.5544887406601,54.424837151174415,0.98,KT
sku_kit_s2l2_vessel,-1.5707963267948966,748.5544887406601,-168.45104764639314,0.97,KT
sku_part_small_gear,0.0,554.8975751424845,-224.9535705999117,100.0,P
sku_part_small_gear,0.0,607.8975751424845,-224.9535705999117,100.0,P
sku_part_small_gear,0.0,554.8975751424845,-171.9535705999117,100.0,P
sku_part_small_gear,0.0,607.8975751424845,-171.9535705999117,100.0,P
sku_part_large_gear,0.0,752.8405634483056,231.15894607167866,100.0,P
sku_part_large_gear,0.0,752.8405634483056,349.15894607167866,100.0,P
sku_part_large_gear,0.0,571.5614763701977,-24.58434722201332,100.0,P
sku_part_large_gear,0.0,571.5614763701977,93.41565277798668,100.0,P
sku_part_neonorange_gear,0.0,575.1745241613991,196.66516528542047,100.0,P
