name,rotation,x,y,score,type
sku_part_large_gear,-0.09,643.1526953108568,-122.65859101171164,1.0,P
sku_part_large_gear,-0.06,748.1873046891433,101.84140898828839,1.0,P
sku_part_large_gear,-0.05,751.1472953558564,-121.5786090116216,1.0,P
sku_part_large_gear,-0.04,640.1927046441435,102.92139098837838,1.0,P
sku_part_small_gear,0.0,728.318409179954,-38.802755310390076,1.0,P
sku_part_small_gear,0.0,663.021590820046,185.69724468960993,0.99,P
sku_part_small_gear,0.0,727.0183908467125,185.05725535622324,0.98,P
sku_part_small_gear,0.0,664.3216091532876,-39.44274464377675,0.96,P
sku_small_gear_vessel,0.0,551.7,-60.14,0.95,PT
sku_large_gear_vessel,0.0,716.92,-320.61,1.0,PT
sku_large_gear_vessel,-0.01,538.92,125.29,0.77,PT
sku_kit_s2l2_vessel,-0.01,694.47,130.38,0.98,KT
sku_kit_s2l2_vessel,0.01,696.87,-94.12,0.97,KT
