name,rotation,x,y,score,type
medium_gear_1,0.0,568.9365234375,-159.376251220703,100.0,PT
medium_gear_2,0.0,568.927490234375,-240.490982055664,100.0,PT
medium_gear_3,0.0,488.754272460938,-239.53141784668,100.0,PT
medium_gear_4,0.0,490.18310546875,-157.943405151367,100.0,PT
large_gear_1,0.0,507.9875793457031,-62.970882415771484,100.0,PT
large_gear_2,0.0,507.98431396484375,43.58858108520508,100.0,PT
kit_lg1med2_1_slot_m1,0.0,408.605773925781,-139.203262329102,100.0,PT
kit_lg1med2_1_slot_m2,0.0,327.957366943359,-139.214462280273,100.0,PT
kit_lg1med2_1_slot_l1,0.0,371.153778076172,-225.131851196289,100.0,PT
kit_lg1med2_2_slot_m1,0.0,404.149780273437,47.0833034515381,100.0,PT
kit_lg1med2_2_slot_m2,0.0,323.26806640625,47.0763187408447,100.0,PT
kit_lg1med2_2_slot_l1,0.0,369.831237792969,-47.9611358642578,100.0,PT
f_large_gear_3,0.0,-153.312934875488,-579.781692504883,100.0,PT
